team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,cupmarket_price,market_rank,generated_at_utc,model_version,bracket_mode,previous_price,price_change,price_change_percent
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.94845,0.8186,0.62985,0.44945,0.33715,0.0,0.0515499999999999,0.12985,0.1887499999999999,0.1804,0.1123,1,69.99,1,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,69.92,0.06999999999999318,0.10011441647596278
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.55105,0.40765,0.20995,0.0847,0.0,0.0,0.4489499999999999,0.1434,0.1977,0.12525,4,53.59,2,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,57.21,-3.6199999999999974,-6.327565110994577
France,I,2162.8624284479024,1.0,0.0,0.0,0.0,1.0,0.91275,0.6527,0.35275,0.17145,0.1122,0.0,0.08725,0.26005,0.2999499999999999,0.1813,0.05925,3,53.06,3,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,53.19,-0.12999999999999545,-0.24440684339160643
Spain,H,2185.601557694717,1.0,0.0,0.0,0.0,1.0,0.77325,0.5495,0.4134,0.30775,0.15345,0.0,0.22675,0.22375,0.1361,0.1056499999999999,0.1543,2,52.77,4,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,52.54,0.23000000000000398,0.43776170536734677
England,L,2087.9828858374626,1.0,0.0,0.0,0.0,1.0,0.83595,0.5549,0.3129,0.1183,0.0743,0.0,0.16405,0.28105,0.2419999999999999,0.1946,0.044,5,47.78,5,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,47.45,0.3299999999999983,0.6954689146469932
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.8882,0.57225,0.2018,0.10075,0.0519,0.0,0.1118,0.3159499999999999,0.37045,0.10105,0.04885,6,46.09,6,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,46.11,-0.01999999999999602,-0.04337453914551295
Norway,I,1972.3416727175345,0.0,1.0,0.0,0.0,1.0,1.0,0.44895,0.24775,0.08665,0.0203,0.0,0.0,0.55105,0.2012,0.1611,0.06635,9,45.54,7,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,35.25,10.29,29.19148936170213
Canada,B,1859.4655817712417,0.0,1.0,0.0,0.0,1.0,1.0,0.52115,0.18395,0.0643,0.0156,0.0,0.0,0.47885,0.3372,0.11965,0.0486999999999999,12,45.3,8,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,45.2,0.09999999999999432,0.22123893805308475
Paraguay,D,1910.0130491359168,0.0,0.0,1.0,1.0,1.0,1.0,0.47885,0.16065,0.0449,0.00715,0.0,0.0,0.52115,0.3182,0.1157499999999999,0.03775,15,43.57,9,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,43.6,-0.030000000000001137,-0.06880733944954388
United States,D,1881.728285285661,1.0,0.0,0.0,0.0,1.0,0.80465,0.50085,0.18535,0.08895,0.01895,0.0,0.19535,0.3037999999999999,0.3155,0.0963999999999999,0.07,11,42.41,10,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,42.37,0.03999999999999915,0.09440641963653328
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.3308,0.1376,0.04315,0.0201,0.0,0.0,0.6692,0.1931999999999999,0.09445,0.02305,10,40.32,11,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,40.39,-0.07000000000000028,-0.1733102253032936
Portugal,K,2032.543892649518,0.0,1.0,0.0,0.0,1.0,0.68475,0.28365,0.173,0.0952,0.0311,0.0,0.31525,0.4010999999999999,0.11065,0.0777999999999999,0.0641,7,36.3,12,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,36.4,-0.10000000000000142,-0.27472527472527863
Mexico,A,1988.196208319044,1.0,0.0,0.0,0.0,1.0,0.61335,0.26285,0.13775,0.04455,0.02525,0.0,0.38665,0.3505,0.1250999999999999,0.0932,0.0192999999999999,8,33.26,13,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,33.55,-0.28999999999999915,-0.8643815201192225
Belgium,G,1940.014724602359,1.0,0.0,0.0,0.0,1.0,0.5404,0.2582,0.10165,0.05425,0.01255,0.0,0.4596,0.2822,0.1565499999999999,0.0474,0.0417,13,31.3,14,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,31.37,-0.07000000000000028,-0.22314313037934422
Australia,D,1897.239373980468,0.0,1.0,0.0,0.0,1.0,0.58055,0.2475,0.0641,0.01965,0.00535,0.0,0.41945,0.33305,0.1834,0.04445,0.0143,17,30.32,15,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,30.27,0.05000000000000071,0.1651800462504153
Switzerland,B,1960.1708214308785,1.0,0.0,0.0,0.0,1.0,0.6349,0.10975,0.05415,0.0238,0.01165,0.0,0.3651,0.52515,0.0556,0.0303499999999999,0.01215,14,28.33,16,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,28.23,0.09999999999999787,0.354233085370166
Senegal,I,1887.6598391694629,0.0,0.0,1.0,1.0,1.0,0.4596,0.2038,0.05265,0.0184,0.0036,0.0,0.5404,0.2558,0.15115,0.03425,0.0148,18,27.35,17,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,27.22,0.13000000000000256,0.477590007347548
Egypt,G,1844.9786783751013,0.0,1.0,0.0,0.0,1.0,0.41945,0.1514,0.02785,0.00625,0.0019,0.0,0.58055,0.26805,0.12355,0.0216,0.00435,21,25.0,18,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,25.13,-0.129999999999999,-0.5173099880620733
Ecuador,E,1962.734471394788,0.0,0.0,1.0,1.0,1.0,0.38665,0.14315,0.04845,0.01565,0.0057,0.0,0.6133500000000001,0.2435,0.0947,0.0327999999999999,0.00995,16,24.95,19,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,24.86,0.08999999999999986,0.3620273531777951
Croatia,L,1949.799831445564,0.0,1.0,0.0,0.0,1.0,0.31525,0.08785,0.03875,0.01555,0.0031,0.0,0.68475,0.2274,0.0491,0.0232,0.01245,19,22.54,20,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,22.64,-0.10000000000000142,-0.4416961130742112
Algeria,J,1866.7359487939243,0.0,0.0,1.0,1.0,1.0,0.3651,0.06215,0.01935,0.00455,0.00105,0.0,0.6349,0.30295,0.0428,0.0147999999999999,0.0035,22,22.19,21,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,22.31,-0.11999999999999744,-0.5378753922007954
Austria,J,1882.751029608591,0.0,1.0,0.0,0.0,1.0,0.22675,0.079,0.03225,0.0135,0.0021,0.0,0.77325,0.14775,0.04675,0.01875,0.0114,20,20.86,22,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,20.94,-0.08000000000000185,-0.38204393505253986
Bosnia-Herzegovina,B,1675.5395580180304,0.0,0.0,1.0,1.0,1.0,0.19535,0.03715,0.00295,0.0006,0.0001,0.0,0.80465,0.1582,0.0342,0.00235,0.0004999999999999,25,18.74,23,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,18.72,0.019999999999999574,0.10683760683760457
Congo DR,K,1804.191206108781,0.0,0.0,1.0,1.0,1.0,0.16405,0.0391,0.00765,0.00185,0.0006,0.0,0.83595,0.12495,0.03145,0.0058,0.00125,23,18.43,24,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,18.47,-0.03999999999999915,-0.2165674066053013
Ghana,L,1679.3049260273535,0.0,0.0,1.0,1.0,1.0,0.1118,0.02885,0.0017,5e-05,0.0,0.0,0.8882,0.08295,0.02715,0.00165,5e-05,27,17.29,25,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,17.2,0.08999999999999986,0.5232558139534875
Sweden,F,1792.766655918093,0.0,0.0,1.0,1.0,1.0,0.08725,0.0165,0.0029,0.00045,0.00015,0.0,0.91275,0.07075,0.0136,0.00245,0.0003,24,16.71,26,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,16.67,0.03999999999999915,0.23995200959807525
Cape Verde Islands,H,1692.993244822014,0.0,1.0,0.0,0.0,1.0,0.05155,0.0095,0.0012,0.0001,0.0,0.0,0.94845,0.04205,0.0083,0.0010999999999999,0.0001,26,15.99,27,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,16.01,-0.02000000000000135,-0.1249219237976349
Germany,E,1940.1450694794064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30,15.0,28,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,0.0,0.0
South Africa,A,1693.614617167326,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,43,15.0,29,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,0.0,0.0
Netherlands,F,2000.7626913022912,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37,15.0,30,2026-06-30 19:08:53.310903+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression,15.0,0.0,0.0
