team,group,live_elo,prob_finish_1st_group,prob_finish_2nd_group,prob_finish_3rd_group,prob_best_third_qualifier,prob_reach_round_32,prob_reach_round_16,prob_reach_quarter_final,prob_reach_semi_final,prob_reach_final,prob_champion,prob_group_exit,prob_round_32_exit,prob_round_16_exit,prob_quarter_final_exit,prob_semi_final_exit,prob_runner_up,champion_rank,exit_stage_floor,performance_premium,adjusted_settlement_value,settlement_reason,is_eliminated,generated_at_utc,model_version,bracket_mode
Argentina,J,2202.712195437658,1.0,0.0,0.0,0.0,1.0,0.94815,0.765,0.59225,0.44545,0.30105,0.0,0.05184999999999995,0.18315000000000003,0.17274999999999996,0.14680000000000004,0.14440000000000003,1,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
France,I,2174.010592281348,1.0,0.0,0.0,0.0,1.0,1.0,0.8656,0.6675,0.35265,0.15745,0.0,0.0,0.13439999999999996,0.19810000000000005,0.31484999999999996,0.1952,2,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Spain,H,2201.234819062272,1.0,0.0,0.0,0.0,1.0,1.0,0.60555,0.42895,0.2778,0.1393,0.0,0.0,0.39444999999999997,0.17660000000000003,0.15115,0.13849999999999998,3,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
England,L,2097.7828564254537,1.0,0.0,0.0,0.0,1.0,1.0,0.59055,0.4093,0.1469,0.0888,0.0,0.0,0.40945,0.18125000000000002,0.26239999999999997,0.0581,4,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Mexico,A,2021.7373455612208,1.0,0.0,0.0,0.0,1.0,1.0,0.40945,0.26305,0.10835,0.06065,0.0,0.0,0.59055,0.14639999999999997,0.1547,0.0477,5,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Colombia,K,2064.832719368864,1.0,0.0,0.0,0.0,1.0,0.89105,0.63415,0.2262,0.1132,0.05365,0.0,0.10894999999999999,0.2569,0.40795,0.11300000000000002,0.05954999999999999,6,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Brazil,C,2092.2793100842528,1.0,0.0,0.0,0.0,1.0,1.0,0.55585,0.2313,0.09215,0.0519,0.0,0.0,0.44415000000000004,0.32454999999999995,0.13915,0.040249999999999994,7,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Portugal,K,2055.531279189894,0.0,1.0,0.0,0.0,1.0,1.0,0.39445,0.23845,0.12175,0.0433,0.0,0.0,0.60555,0.15600000000000003,0.1167,0.07844999999999999,8,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Switzerland,B,1993.3526382281264,1.0,0.0,0.0,0.0,1.0,1.0,0.22735,0.1126,0.05085,0.0228,0.0,0.0,0.7726500000000001,0.11474999999999999,0.061750000000000006,0.02805,9,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
Morocco,C,2041.1018340713665,0.0,1.0,0.0,0.0,1.0,1.0,0.58795,0.18075,0.071,0.02095,0.0,0.0,0.41205,0.4072,0.10975,0.05005,10,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
United States,D,1897.342440179041,1.0,0.0,0.0,0.0,1.0,1.0,0.5385,0.1731,0.06675,0.017,0.0,0.0,0.4615,0.36539999999999995,0.10635,0.04975,11,,0.0,,Active; price uses simulated expected value until the team's tournament outcome is locked.,False,2026-07-03T21:21:27.112677+00:00,phase6_knockout_progression_v1,official_api_locked_knockout_progression
